query,intent
what is on the menu today,menu_query
how much does lunch cost,menu_query
what snacks are available,menu_query
can i pay with student card,menu_query
how much does lunch cost,menu_query
tea price,menu_query
what is the price of tea,menu_query
coffee price,menu_query
can i pay with student card,menu_query
what food is available now,menu_query
what food is available now,menu_query
price of samosa,menu_query
how much does lunch cost,menu_query
where can i get lunch,menu_query
coffee price,menu_query
where can i get lunch,menu_query
how much is coffee,menu_query
can i pay with student card,menu_query
can i pay with student card,menu_query
what is today menu,menu_query
how much is coffee,menu_query
can i pay with student card,menu_query
what is today menu,menu_query
what is the price of tea,menu_query
coffee price,menu_query
how much is coffee,menu_query
tea price,menu_query
what is on the menu today,menu_query
what snacks are available,menu_query
coffee price,menu_query
price of tea,menu_query
what snacks are available,menu_query
how much does lunch cost,menu_query
what snacks are available,menu_query
where can i get lunch,menu_query
tea price,menu_query
coffee price,menu_query
tea price,menu_query
menu for today,menu_query
friday special menu,menu_query
what food is available now,menu_query
price of samosa,menu_query
coffee price,menu_query
how much is coffee,menu_query
where can i get lunch,menu_query
what food is available now,menu_query
price of samosa,menu_query
coffee price,menu_query
tea price,menu_query
what is the price of tea,menu_query
how much is coffee,menu_query
menu for today,menu_query
can i pay with student card,menu_query
what food is available now,menu_query
where can i get lunch,menu_query
how much is coffee,menu_query
what is on the menu today,menu_query
friday special menu,menu_query
where can i get lunch,menu_query
what snacks are available,menu_query
what snacks are available,menu_query
what is today menu,menu_query
price of tea,menu_query
coffee price,menu_query
tea price,menu_query
what food is available now,menu_query
what snacks are available,menu_query
what is on the menu today,menu_query
how much is coffee,menu_query
how much does lunch cost,menu_query
friday special menu,menu_query
how much does lunch cost,menu_query
what food is available now,menu_query
where can i get lunch,menu_query
how much is coffee,menu_query
how much is coffee,menu_query
price of tea,menu_query
price of tea,menu_query
friday special menu,menu_query
what snacks are available,menu_query
tea price,menu_query
what is on the menu today,menu_query
what is today menu,menu_query
friday special menu,menu_query
coffee price,menu_query
what is the price of tea,menu_query
what is on the menu today,menu_query
friday special menu,menu_query
where can i get lunch,menu_query
price of samosa,menu_query
coffee price,menu_query
what snacks are available,menu_query
what is on the menu today,menu_query
how much is coffee,menu_query
what is today menu,menu_query
what snacks are available,menu_query
what snacks are available,menu_query
tea price,menu_query
menu for today,menu_query
what is on the menu today,menu_query
friday special menu,menu_query
price of tea,menu_query
what snacks are available,menu_query
menu for today,menu_query
friday special menu,menu_query
what food is available now,menu_query
price of samosa,menu_query
what food is available now,menu_query
how much is coffee,menu_query
friday special menu,menu_query
what is on the menu today,menu_query
what is today menu,menu_query
price of samosa,menu_query
how much does lunch cost,menu_query
how much is coffee,menu_query
what food is available now,menu_query
how much is coffee,menu_query
what is today menu,menu_query
how much does lunch cost,menu_query
what is on the menu today,menu_query
what is today menu,menu_query
menu for today,menu_query
what is today menu,menu_query
what snacks are available,menu_query
what food is available now,menu_query
what food is available now,menu_query
how much does lunch cost,menu_query
friday special menu,menu_query
price of samosa,menu_query
what is the price of tea,menu_query
what is on the menu today,menu_query
where can i get lunch,menu_query
what food is available now,menu_query
what snacks are available,menu_query
where can i get lunch,menu_query
how much is coffee,menu_query
price of tea,menu_query
what is the price of tea,menu_query
friday special menu,menu_query
price of samosa,menu_query
how much is coffee,menu_query
how much is coffee,menu_query
can i pay with student card,menu_query
what is on the menu today,menu_query
what is the price of tea,menu_query
friday special menu,menu_query
price of tea,menu_query
what is today menu,menu_query
coffee price,menu_query
price of tea,menu_query
menu for today,menu_query
how much does lunch cost,menu_query
how much is coffee,menu_query
how much is coffee,menu_query
can i pay with student card,menu_query
how much is coffee,menu_query
what snacks are available,menu_query
price of samosa,menu_query
what food is available now,menu_query
what food is available now,menu_query
what is on the menu today,menu_query
what is today menu,menu_query
what food is available now,menu_query
friday special menu,menu_query
can i pay with student card,menu_query
price of tea,menu_query
how much is coffee,menu_query
what food is available now,menu_query
what is the price of tea,menu_query
menu for today,menu_query
price of tea,menu_query
what is on the menu today,menu_query
price of samosa,menu_query
how much is coffee,menu_query
how much does lunch cost,menu_query
where can i get lunch,menu_query
where can i get lunch,menu_query
tea price,menu_query
tea price,menu_query
price of samosa,menu_query
where can i get lunch,menu_query
how much is coffee,menu_query
tea price,menu_query
tea price,menu_query
where can i get lunch,menu_query
what snacks are available,menu_query
menu for today,menu_query
how much does lunch cost,menu_query
what is today menu,menu_query
coffee price,menu_query
what food is available now,menu_query
coffee price,menu_query
price of samosa,menu_query
tea price,menu_query
what snacks are available,menu_query
coffee price,menu_query
what is today menu,menu_query
how much does lunch cost,menu_query
how much is coffee,menu_query
coffee price,menu_query
how much does lunch cost,menu_query
price of samosa,menu_query
what food is available now,menu_query
how much does lunch cost,menu_query
what is the price of tea,menu_query
coffee price,menu_query
can i pay with student card,menu_query
tea price,menu_query
price of tea,menu_query
menu for today,menu_query
friday special menu,menu_query
where can i get lunch,menu_query
menu for today,menu_query
what is today menu,menu_query
how much does lunch cost,menu_query
what is on the menu today,menu_query
what is the price of tea,menu_query
how much does lunch cost,menu_query
