query,intent,query_len,label
how do I apply for admission,ask_admission,6,0
how to apply for hostel,ask_hostel,5,7
where can i find Boys Common Room,find_location,7,15
friendly places on campus,social_life,4,20
hostel complaint procedure,ask_hostel,3,7
scholarship amount details,ask_scholarship,3,10
navigate to Reading Room,find_location,4,15
hostel visiting hours,ask_hostel,3,7
i need a quiet corner with good wifi,recommend_place,8,18
answer sheet re-checking process,ask_exam,4,5
who is the contact for Final Year Project Lab,ask_contact,9,2
who manages document queries,ask_contact,4,2
when is Hostel Laundry Room open,ask_hours,6,8
where is the cafeteria,find_location,4,15
my friend fainted in the robotics lab what do i do,emergency,11,11
transcript request process,ask_exam,3,5
inter department sports meet,ask_fest,4,6
what does HOD Office - Mechanical Engineering offer,facility_info,8,12
i twisted my ankle,emergency,4,11
give me details about Campus Fitness Centre,facility_info,7,12
how do i get to Engineering Workshop,find_location,7,15
give me details about Medical Room,facility_info,6,12
which floor is Computer Science Engineering department,ask_department,7,3
from civil to mechanical,find_location,4,15
anything happening on campus,ask_event,4,4
i cut my finger,emergency,4,11
i cut my finger,emergency,4,11
where is the library,find_location,4,15
job fair at campus,ask_placement,4,9
tell me about Chemical Engineering,ask_department,5,3
how to register for placements,ask_placement,5,9
where to apply for financial aid,ask_scholarship,6,10
how do i go from Ground Floor Water Dispenser to the library,find_location,12,15
where can i prepare for exams,recommend_place,6,18
where is the library,find_location,4,15
i found someone phone,lost_found,4,16
where is the it helpdesk,service_query,5,19
how do i meet new people,fallback,6,14
what is the price of tea,menu_query,6,17
what does Civil Engineering department offer,ask_department,6,3
opening hours of Innovation and Incubation Centre,ask_hours,7,8
what is on the menu today,menu_query,6,17
what does Biotechnology Lab offer,facility_info,5,12
who is the contact for ME Faculty Room,ask_contact,8,2
sports club registration,ask_club,3,1
i need a no objection certificate,service_query,6,19
where can i ask general questions,ask_contact,6,2
where is Information Technology department,ask_department,5,3
friday special menu,menu_query,3,17
tea price,menu_query,2,17
cultural fest this year,ask_fest,4,6
suggest a calm place on campus,recommend_place,6,18
tell me the time,fallback,4,14
where can i charge my laptop,service_query,6,19
student enrollment process,ask_admission,3,0
academic excellence award,ask_scholarship,3,10
co-curricular activities details,ask_club,3,1
where is Information Technology staff room,faculty_query,6,13
from library to cafeteria,find_location,4,15
hostel complaint procedure,ask_hostel,3,7
how to start a new club,ask_club,6,1
what are the timings of Student Counselling Room,ask_hours,8,8
tell me a joke,fallback,4,14
when is Final Year Project Lab open,ask_hours,7,8
merit scholarship details,ask_scholarship,3,10
what time does the gym open,ask_hours,6,8
when are the exams,ask_exam,4,5
what snacks are available,menu_query,4,17
admission process for MBA,ask_admission,4,0
I miss home tips for new students,social_life,7,20
where can i get my id card reissued,service_query,8,19
where can i find Registrar Office,find_location,6,15
who handles hostel issues,ask_contact,4,2
where can i study peacefully,recommend_place,5,18
how do i go from Visitor Parking Area to the library,find_location,11,15
where can i study peacefully,recommend_place,5,18
how to network with students,social_life,5,20
merit list for admission,ask_admission,4,0
fee waiver process,ask_scholarship,3,10
location of BIO Classroom 501,find_location,5,15
student ambassador programme,ask_club,3,1
can i visit Stationery Store now,ask_hours,6,8
where is Electrical Engineering department,ask_department,5,3
where is Electronics and Communication Engineering department,ask_department,7,3
friday special menu,menu_query,3,17
where is the canteen,find_location,4,15
recreational facilities on campus,social_life,4,20
I miss home tips for new students,social_life,7,20
entrepreneurship summit,ask_fest,2,6
i need bandage,emergency,3,11
cultural night programme,ask_fest,3,6
can i visit Management Department now,ask_hours,6,8
where is Management staff room,faculty_query,5,13
hostel laundry facility,ask_hostel,3,7
eligibility criteria for BTech,ask_admission,4,0
faculty room for Civil Engineering,faculty_query,5,13
AI club at university,ask_club,4,1
tell me about HOD Office - Mechanical Engineering,facility_info,8,12
any guest lecture today,ask_event,4,4
where is Biotechnology faculty room,faculty_query,5,13
where do teachers sit in Mechanical Engineering,faculty_query,7,13
i need a no objection certificate,service_query,6,19
i am having trouble breathing,emergency,5,11
provisional certificate collection,ask_exam,3,5
someone is injured,emergency,3,11
anything happening on campus,ask_event,4,4
upcoming placement drives,ask_placement,3,9
how do i go from HOD Office - Electronics and Communication Engineering to the library,find_location,15,15
entrepreneurship club,ask_club,2,1
salary packages for graduates,ask_placement,4,9
aptitude test for placements,ask_placement,4,9
i need to take a printout urgently,service_query,7,19
hostel warden meeting timing,ask_hostel,4,7
directions to AI&DS Classroom 201,find_location,5,15
where is lost and found,lost_found,5,16
is there a nice outdoor spot on campus,recommend_place,8,18
from cse to gym,find_location,4,15
is there a girls hostel,ask_hostel,5,7
attendance requirement for exams,ask_exam,4,5
anything happening on campus,ask_event,4,4
entrepreneurship summit,ask_fest,2,6
tell me about ME Faculty Room,facility_info,6,12
lost my wallet,lost_found,3,16
student council elections,ask_club,3,1
is cafeteria open on sunday,ask_hours,5,8
scholarship amount details,ask_scholarship,3,10
off campus placement support,ask_placement,4,9
who handles hostel issues,ask_contact,4,2
what does Management department offer,ask_department,5,3
international student social events,social_life,4,20
technical fest schedule,ask_fest,3,6
what services does Main Auditorium provide,facility_info,6,12
what does Hostel Laundry Room offer,facility_info,6,12
what does Printing and Copying Room offer,facility_info,7,12
where can i do group study,recommend_place,6,18
who should i contact for ROBO Faculty Room,ask_contact,8,2
what time does HOD Office - Mechanical Engineering close,ask_hours,9,8
where is Mechanical Engineering department,ask_department,5,3
is ME Classroom 302 open today,ask_hours,6,8
practical exam schedule,ask_exam,3,5
backlog exam schedule,ask_exam,3,5
hostel visiting hours,ask_hostel,3,7
new student orientation details,ask_admission,4,0
where can i relax after class,recommend_place,6,18
technical fest schedule,ask_fest,3,6
who should i contact for Hostel Mess,ask_contact,7,2
i have chest pain,emergency,4,11
hostel security details,ask_hostel,3,7
from civil to mechanical,find_location,4,15
tell me a joke,fallback,4,14
is there a nice outdoor spot on campus,recommend_place,8,18
co-curricular activities details,ask_club,3,1
i need a peaceful place to work,recommend_place,7,18
is Information Technology Department open now,ask_hours,6,8
buddy programme for new students,social_life,5,20
hostel allotment process,ask_hostel,3,7
what time does the gym open,ask_hours,6,8
someone fainted in the classroom,emergency,5,11
what time does Outdoor Canteen Terrace close,ask_hours,7,8
suggest a quiet study place,recommend_place,5,18
i have chest pain,emergency,4,11
what is the last date for admission,ask_admission,7,0
tell me about HUM Faculty Room,facility_info,6,12
what is the price of tea,menu_query,6,17
I am new here how to settle in,social_life,8,20
what labs are in Humanities and Communication,ask_department,7,3
scholarship renewal process,ask_scholarship,3,10
what labs are in Robotics and Automation,ask_department,7,3
i accidentally cut myself,emergency,4,11
what is the price of tea,menu_query,6,17
where is the library,find_location,4,15
what time does the gym open,ask_hours,6,8
how much does lunch cost,menu_query,5,17
scholarship for international students,ask_scholarship,4,10
my laptop battery died where can i charge,service_query,8,19
lost my wallet,lost_found,3,16
when is Main Seminar Hall open,ask_hours,6,8
i found someone bag what should i do,lost_found,8,16
I am new here how to settle in,social_life,8,20
from civil to mechanical,find_location,4,15
hostel warden meeting timing,ask_hostel,4,7
campus orientation social events,social_life,4,20
any seminar this week,ask_event,4,4
placement cell contact number,ask_placement,4,9
where can i print assignment,service_query,5,19
where is the cafeteria,find_location,4,15
how do i talk to girls,fallback,6,14
which floor is Biotechnology department,ask_department,5,3
which floor is Electrical Engineering department,ask_department,6,3
i lost my bag,lost_found,4,16
when are the exams,ask_exam,4,5
what facilities are in Boys Hostel,facility_info,6,12
where can i get wifi password,service_query,6,19
I want to meet new people at university,social_life,8,20
who is the contact for HOD Office - Humanities and Communication Department,ask_contact,12,2
best place to study on campus,recommend_place,6,18
coding competition details,ask_fest,3,6
is the library open now,ask_hours,5,8
student clubs at campus,ask_club,4,1
where is Civil Engineering department,ask_department,5,3
where can i get bonafide certificate,service_query,6,19
tell me a joke,fallback,4,14
what facilities are in Indoor Games Room,facility_info,7,12
hostel leave application,ask_hostel,3,7
where can i get medical help,emergency,6,11
backlog exam schedule,ask_exam,3,5
hostel warden meeting timing,ask_hostel,4,7
what facilities are in Networking Lab,facility_info,6,12
where can visitors ask for help,ask_contact,6,2
hostel security details,ask_hostel,3,7
my laptop battery is dead where can i go,service_query,9,19
how to prepare for campus interviews,ask_placement,6,9
i need bandage,emergency,3,11
result announcement date,ask_exam,3,5
opening hours of Hostel Office,ask_hours,5,8
who is the president,fallback,4,14
what are the timings of IT Classroom 101,ask_hours,8,8
lost property office,lost_found,3,16
where is the admissions office,ask_admission,5,0
